ID,Age,Income (USD),Rent (USD),Groceries (USD),Eating Out (USD),Entertainment (USD),Subscription Services (USD),Education (USD),Online Shopping (USD),Savings (USD),Investments (USD),Travel (USD),Fitness (USD),Miscellaneous (USD),total_expense,savings_rate,expense_to_income_ratio,discretionary_vs_fixed_ratio
839,21,2804,1803,235,343,217,82,1013,228,2597,3214,496,78,236,4731,0.9261768901569187,1.6872325249643367,0.5506391347099312
840,25,4800,309,379,447,318,66,127,494,664,325,1343,229,316,4028,0.13833333333333334,0.8391666666666666,3.942331288343558
841,24,6730,1025,370,256,207,96,502,432,1370,3766,876,223,259,4246,0.20356612184249628,0.6309063893016345,1.2382709541381127
842,26,7779,804,270,159,205,14,1223,696,1159,4111,644,155,245,4415,0.14899087286283583,0.5675536701375498,0.9220722681758816
843,24,1861,1084,258,489,324,64,1985,446,1524,110,867,242,205,5964,0.8189145620634067,3.2047286405158517,0.7926059513074842
844,20,5227,1883,300,327,317,70,901,390,127,106,685,243,67,5183,0.024296919839295963,0.9915821695044958,0.680609597924773
845,20,7772,735,586,105,223,98,542,683,319,2426,1875,223,227,5297,0.041044776119402986,0.6815491507977355,1.843263553408481
846,25,7495,1434,144,424,30,17,1525,309,505,4378,1335,70,176,5464,0.06737825216811208,0.7290193462308205,0.7608765710602643
847,22,2784,452,549,452,378,25,1673,451,1737,4364,1438,87,244,5749,0.6239224137931034,2.065014367816092,1.149962602842184
848,21,2014,1958,363,106,373,57,491,287,1898,2531,1122,104,163,5024,0.94240317775571,2.4945382323733862,0.786628733997155
849,25,1948,1216,170,477,165,70,1044,170,2418,3144,1591,225,130,5258,1.2412731006160165,2.6991786447638604,1.1637860082304528
850,23,7519,1168,463,340,104,24,1257,274,1859,4693,1702,222,337,5891,0.2472403245112382,0.7834818459901582,1.039819944598338
851,19,7102,1425,470,163,119,74,713,372,1774,798,1191,209,382,5118,0.24978879188960856,0.72064207265559,0.9624233128834356
852,21,6843,1052,202,430,123,31,790,396,891,2437,1526,40,381,4971,0.1302060499780798,0.7264357737834283,1.431996086105675
853,21,3355,1514,589,434,65,12,1666,672,1062,2011,824,299,151,6226,0.3165424739195231,1.8557377049180328,0.6518970549217299
854,23,6469,862,224,357,63,63,415,377,1409,425,1938,144,132,4575,0.21780800742000309,0.707219044674602,2.0479680213191207
855,23,5062,1404,412,390,297,23,147,627,933,3044,1022,92,343,4757,0.18431450019755038,0.9397471355195575,1.423331635252165
856,18,4020,788,563,247,200,45,969,389,416,3288,1959,56,108,5324,0.10348258706467661,1.3243781094527363,1.2948275862068965
857,25,4581,1194,582,470,206,91,28,246,1420,2914,1714,215,180,4926,0.3099759877755949,1.0753110674525213,1.73059866962306
858,23,2928,1411,385,370,133,91,1384,322,2485,1239,446,86,353,4981,0.8487021857923497,1.7011612021857923,0.5663522012578617
859,20,5467,1517,557,228,274,76,307,408,1430,3391,732,268,94,4461,0.26156941649899396,0.8159868300713371,0.8735825283494331
860,26,7945,403,329,434,399,19,1906,396,450,4213,1100,101,300,5387,0.056639395846444306,0.6780365009439899,1.0420773313115996
861,19,7874,1419,245,268,49,58,1965,137,610,3997,760,109,26,5036,0.07747015494030988,0.6395732791465583,0.38771011297878205
862,25,7350,1746,469,326,283,74,161,24,2672,3006,1445,204,132,4864,0.3635374149659864,0.6617687074829932,1.0471380471380471
863,27,2422,1521,296,486,117,66,868,463,591,3039,1972,201,55,6045,0.2440132122213047,2.495871180842279,1.2513966480446927
864,20,4637,1324,472,65,332,36,851,371,2031,598,1899,77,285,5712,0.43799870605995256,1.231830925167134,1.157914620324896
865,22,3659,1306,320,428,386,84,60,552,1717,2087,1930,251,132,5449,0.4692538945066958,1.4892047007379066,2.2319098457888495
866,23,6632,706,522,110,348,14,124,683,2156,1184,1170,99,311,4087,0.3250904704463209,0.616254523522316,2.0229289940828403
867,27,7012,1701,159,103,134,80,1479,659,1620,2750,578,19,242,5154,0.23103251568739305,0.7350256702795208,0.5435759209344115
868,23,4047,466,197,217,295,92,1094,143,1683,2584,734,273,230,3741,0.4158636026686434,0.9243884358784284,1.1291974957313602
869,21,4479,808,270,75,300,66,837,677,2708,4759,662,277,37,4009,0.604599240901987,0.8950658629158295,1.0934725848563969
870,20,3781,1961,481,385,294,24,1930,296,2587,3513,235,127,260,5993,0.6842105263157895,1.585030415234065,0.37076852698993595
871,21,4149,612,272,114,280,85,1899,413,1675,4745,745,259,153,4832,0.4037117377681369,1.1646179802362016,0.7362558390226375
872,18,1813,1916,250,149,350,39,465,683,2939,4054,264,68,239,4423,1.6210700496414783,2.4396028681742967,0.6811098441657164
873,21,4113,1741,552,123,226,29,242,379,1861,4383,1324,204,121,4941,0.4524677850717238,1.201312910284464,0.9491124260355029
874,18,4583,1062,449,241,347,46,1513,642,2091,3936,265,59,159,4783,0.4562513637355444,1.0436395374209033,0.5816798941798942
875,18,3756,980,489,220,230,12,1784,488,1368,1699,78,106,188,4575,0.36421725239616615,1.2180511182108626,0.4063940977559176
876,27,7593,776,539,322,234,82,1244,647,2180,4507,151,136,210,4341,0.28710654550243647,0.5717107862504939,0.6963657678780774
877,23,2537,372,221,426,59,50,472,76,1146,2575,172,255,44,2147,0.451714623571147,0.8462751281040599,1.015962441314554
878,22,7252,1464,593,236,45,48,958,270,2992,135,103,96,52,3865,0.4125758411472697,0.5329564258135687,0.28192371475953565
879,21,4989,881,207,72,46,35,532,169,2713,2025,1356,86,362,3746,0.5437963519743435,0.7508518741230708,1.3123456790123458
880,20,4134,561,103,440,209,11,493,471,148,3535,1687,213,348,4536,0.03580067731011127,1.097242380261248,2.9204840103716507
881,18,5483,1663,192,477,102,32,898,181,561,4854,1190,155,25,4915,0.10231625022797738,0.8964070764180193,0.785325099891028
882,23,3278,1631,506,230,189,32,81,139,2737,2890,665,158,213,3844,0.834960341671751,1.172666259914582,0.7330928764652841
883,19,6610,544,105,376,186,94,855,601,435,2757,606,120,249,3736,0.06580937972768533,0.5652042360060514,1.4840425531914894
884,25,6689,1838,387,157,207,25,878,370,1481,3773,163,138,156,4319,0.2214082822544476,0.645686948721782,0.39187882694166937
885,27,5395,1660,205,384,188,18,1545,118,1245,380,904,262,342,5626,0.23076923076923078,1.0428174235403151,0.6498533724340176
886,22,2624,1898,245,211,308,22,922,186,458,1528,1616,175,235,5818,0.17454268292682926,2.2172256097560976,0.898205546492659
887,24,2197,860,370,351,248,37,11,682,2493,4901,725,146,368,3798,1.1347291761492946,1.728720983158853,2.0604351329572923
888,27,3679,1399,523,255,116,36,1286,533,292,4571,1026,288,383,5845,0.07936939385702636,1.5887469421038325,0.8220074812967582
889,19,2904,474,477,127,386,60,1680,683,1539,3628,750,20,202,4859,0.5299586776859504,1.6732093663911847,0.846826301786393
890,25,6751,408,195,65,35,73,448,420,1500,848,1366,80,187,3277,0.22218930528810546,0.4854095689527477,2.1179828734538533
891,19,2543,482,556,376,298,61,1215,384,855,4992,1268,168,301,5109,0.3362170664569406,2.009044435705859,1.2676431424766976
892,21,3429,491,328,145,154,90,761,596,1784,4127,341,225,57,3188,0.5202682997958589,0.9297171186934966,1.0177215189873419
893,18,2513,364,301,196,45,47,1137,345,2625,1927,1960,35,182,4612,1.0445682451253482,1.835256665340231,1.5593784683684795
894,22,1726,1262,311,51,371,74,25,600,927,2165,310,295,161,3460,0.5370799536500579,2.004634994206257,1.165206508135169
895,26,3328,1797,105,59,31,27,1806,652,989,4286,1280,171,267,6195,0.2971754807692308,1.8614783653846154,0.6707119741100324
896,18,7088,1423,211,483,91,72,1522,640,752,2121,613,111,122,5288,0.10609480812641084,0.7460496613995485,0.6755386565272496
897,26,6417,1867,475,174,152,60,507,266,2555,4718,98,78,218,3895,0.3981611344865202,0.6069814555088048,0.36714636714636717
898,25,3523,1163,478,130,125,18,1568,453,2433,2918,1079,142,219,5375,0.6906045983536758,1.5256883338064149,0.6749766282330945
899,23,6466,1451,546,189,239,22,61,112,2021,4681,428,198,61,3307,0.31255799566965664,0.5114444788122486,0.6068999028182702
900,24,3952,1775,422,375,392,49,228,287,950,472,1467,220,166,5381,0.2403846153846154,1.361589068825911,1.2189690721649484
901,20,7845,668,205,199,196,64,1838,634,210,1787,1959,252,85,6100,0.02676864244741874,0.7775653282345443,1.250092216894135
902,18,3585,1150,238,337,301,88,606,643,719,113,273,175,212,4023,0.200557880055788,1.1221757322175732,1.0175526579739218
903,22,7391,342,398,410,152,52,1058,340,892,1336,1096,70,317,4235,0.12068732241915843,0.5729941821133812,1.3553948832035596
904,19,5783,1742,500,389,41,53,1728,81,2197,338,1057,288,57,5936,0.37990662286010723,1.026456856302957,0.4952141057934509
905,22,2580,787,195,178,288,77,1479,319,1257,2285,706,122,160,4311,0.4872093023255814,1.6709302325581394,0.7517269402681837
906,25,6536,377,487,487,180,42,1611,422,687,1196,159,39,125,3929,0.10511015911872705,0.6011321909424725,0.5874747474747475
907,26,3820,1125,546,288,126,33,890,667,2743,78,773,170,171,4789,0.7180628272251309,1.2536649214659685,0.8699726669269816
908,19,4690,1593,551,107,298,45,1525,586,2817,4559,1885,243,371,7204,0.600639658848614,1.5360341151385928,0.9634777868629054
909,20,4130,973,436,247,372,19,760,639,1409,2652,602,179,345,4572,0.34116222760290554,1.1070217917675544,1.107883817427386
910,20,4063,1000,396,260,254,29,594,322,2057,4657,1472,195,57,4579,0.5062761506276151,1.126999753876446,1.3010050251256282
911,18,4792,1058,566,451,37,84,1048,272,2461,4380,1245,66,116,4943,0.5135642737896494,1.0315108514190316,0.8499251497005988
912,25,6121,1027,488,439,261,21,1592,497,2753,4318,1055,249,127,5756,0.4497631106028427,0.9403692207155694,0.8525909237206308
913,23,5086,1638,515,94,136,71,1055,388,396,2640,747,266,138,5048,0.07786079433739677,0.9925285096342902,0.57356608478803
914,25,5931,1224,313,146,305,27,1854,698,1729,1256,775,210,170,5722,0.2915191367391671,0.9647614230315292,0.6874078442937187
915,26,6674,1201,553,328,301,72,1035,179,668,827,355,115,93,4232,0.10008990110878034,0.6341024872640096,0.5173897454284689
916,22,4447,1188,390,72,163,93,1342,185,1287,2718,1637,299,76,5445,0.28940859006071507,1.2244209579491792,0.8647260273972602
917,20,5459,1292,121,459,224,34,1868,224,931,4923,1655,110,385,6372,0.1705440556878549,1.167246748488734,0.9420908259676928
918,22,4313,1491,292,440,58,21,1627,286,709,2810,1781,106,354,6456,0.16438673776953397,1.4968699281242754,0.8932551319648094
919,22,4083,638,567,384,173,30,0,157,115,3385,1008,162,271,3390,0.02816556453588048,0.8302718589272594,1.8132780082987552
920,22,1661,492,249,93,195,34,1458,387,1469,1965,1003,38,311,4260,0.884406983744732,2.564720048163757,0.937244201909959
921,20,2093,1776,467,76,260,20,1861,462,171,2427,1224,162,332,6640,0.0817009077878643,3.1724796942188247,0.6179337231968811
922,27,7534,582,346,331,388,73,1159,586,369,2841,1501,82,274,5322,0.0489779665516326,0.7063976639235466,1.5500718735026353
923,21,7802,1659,366,146,153,82,1219,36,386,613,670,263,273,4867,0.04947449371955909,0.6238144065624199,0.500308261405672
924,26,4759,689,560,85,65,59,132,87,165,562,1540,13,278,3508,0.03467114940113469,0.7371296490859425,1.5401882693700217
925,27,5655,1299,350,158,69,71,85,152,979,4826,679,246,289,3398,0.1731211317418214,0.6008841732979664,0.9596309111880046
926,26,4462,824,589,104,185,98,1499,449,167,4352,926,47,53,4774,0.037427162707306144,1.069923800986105,0.6394230769230769
927,19,5388,1563,102,241,125,58,1830,327,1316,184,1680,29,345,6300,0.24424647364513735,1.1692650334075725,0.8025751072961373
928,25,4890,1806,492,268,235,23,1814,669,1502,2192,1841,122,344,7614,0.3071574642126789,1.5570552147239263,0.8516536964980544
929,25,7497,958,415,234,165,10,1347,193,1073,4065,605,32,257,4216,0.14312391623315993,0.562358276643991,0.55
930,24,7854,1015,175,118,91,90,1203,431,607,245,116,145,198,3582,0.07728545963840082,0.4560733384262796,0.49686585875470124
931,25,6001,1915,186,366,349,34,515,116,2984,4086,1229,257,123,5090,0.4972504582569572,0.8481919680053325,0.9457186544342507
932,20,2163,1190,369,179,292,68,1661,173,1225,2234,884,106,48,4970,0.5663430420711975,2.2977346278317152,0.5434782608695652
933,23,2632,1878,324,104,266,81,174,261,985,865,255,42,246,3631,0.3742401215805471,1.3795592705167172,0.5281986531986532
934,18,6695,1781,117,427,205,78,762,323,2941,2087,835,144,251,4923,0.43928304705003735,0.7353248693054518,0.8507518796992481
935,24,2041,1412,212,146,89,14,1044,304,2569,600,204,264,323,4012,1.2586967172954433,1.965703086722195,0.5037481259370314
936,18,6933,1983,350,385,169,28,996,46,2087,3033,1764,287,369,6377,0.3010240876965239,0.9198038367229193,0.9155902673475518
937,26,6593,1418,332,136,265,32,1975,421,874,2056,1582,142,354,6657,0.13256484149855907,1.009707265281359,0.7871140939597315
938,18,6736,751,428,343,281,18,1128,379,2625,2131,1645,247,136,5356,0.38969714964370544,0.7951306413301663,1.3216298222800174
939,18,4474,727,378,168,45,59,577,79,1025,532,1147,24,226,3430,0.22910147518998658,0.7666517657577112,1.0392390011890607
940,24,2367,1474,301,257,159,25,1466,221,219,2042,1122,286,204,5515,0.09252217997465145,2.329953527672159,0.7016352977476088
941,19,3566,1837,182,383,118,42,1798,600,2038,357,832,135,157,6084,0.5715086932136848,1.7061132922041502,0.5939219282158763
942,22,1931,1699,224,462,297,11,48,389,587,377,1540,26,342,5038,0.30398757120662867,2.6090108751942,1.5560629122272958
943,25,6335,1345,274,203,70,23,527,552,2225,2219,634,59,183,3870,0.35122336227308604,0.6108918705603789,0.8033550792171482
944,25,6969,1182,168,84,170,10,144,171,540,4488,757,144,94,2924,0.07748600947051226,0.4195723920218109,0.9571619812583668
945,20,5778,612,146,128,123,99,1363,121,561,4797,1984,127,252,4955,0.09709241952232607,0.8575631706472828,1.3361621876473362
946,24,7756,1139,471,116,108,67,761,626,711,3307,228,69,303,3888,0.09167096441464673,0.5012893243940175,0.6398144242935471
947,20,2706,818,355,392,160,98,1878,465,1417,2596,1121,134,396,5817,0.5236511456023651,2.149667405764967,0.9065880039331367
948,23,4028,1529,314,462,232,25,1377,248,1759,783,1145,125,274,5731,0.43669314796425024,1.42279046673287,0.7798136645962733
949,23,2669,674,129,83,252,88,1098,144,1016,2379,162,182,28,2840,0.3806669164481079,1.064068939677782,0.4939505523408732
950,20,2330,750,380,146,202,99,1825,255,2756,3603,806,196,222,4881,1.1828326180257511,2.0948497854077255,0.6517766497461929
951,24,3151,1949,511,218,270,56,928,181,105,982,946,97,398,5554,0.03332275468105363,1.7626150428435416,0.6393152302243211
952,20,2636,1314,581,218,28,53,793,573,780,3942,1976,212,324,6072,0.2959028831562974,2.3034901365705616,1.2589285714285714
953,25,4310,894,336,200,98,89,1601,372,2418,2590,870,191,110,4761,0.5610208816705337,1.1046403712296984,0.6817379018014835
954,27,1975,1502,347,120,71,23,1660,87,1743,1042,208,177,351,4546,0.8825316455696203,2.301772151898734,0.2955257908235965
955,21,4310,1533,467,52,288,33,318,192,2958,2538,835,190,169,4077,0.6863109048723898,0.9459396751740139,0.7588438308886971
956,18,2826,799,594,363,245,64,1110,656,2706,861,1853,139,379,6202,0.9575371549893843,2.194621372965322,1.4778266080703155
957,21,6566,763,124,81,70,24,1576,578,198,1876,1889,158,195,5458,0.030155345720377702,0.8312519037465732,1.2159967519285424
958,24,2519,1447,173,336,205,92,697,280,625,1835,1103,218,52,4603,0.2481143310837634,1.8273124255657007,0.9866206301251619
959,21,6737,412,305,131,53,81,1889,236,2341,4208,1170,120,203,4600,0.34748404334273414,0.6827964969571025,0.7651573292402148
960,23,3336,1335,589,92,310,43,1915,143,1280,3526,300,146,176,5049,0.38369304556354916,1.5134892086330936,0.3151862464183381
961,26,5756,1449,593,440,249,11,846,181,1789,1685,1592,220,72,5653,0.31080611535788744,0.9821056289089646,0.957409972299169
962,18,3948,1888,413,154,150,36,1801,220,1238,3401,1165,155,315,6297,0.31357649442755825,1.594984802431611,0.5351048269137006
963,22,5793,630,193,50,139,83,782,473,495,1622,162,93,221,2826,0.08544795442775764,0.4878301398239254,0.7607476635514019
964,24,2783,1606,474,110,345,96,41,421,869,4957,308,39,293,3733,0.31225296442687744,1.3413582464965865,0.76001885902876
965,18,2159,439,226,319,266,81,1116,481,1926,2657,156,74,194,3352,0.8920796665122742,1.552570634553034,0.8820887142055025
966,21,7371,1724,524,229,211,32,1720,294,1645,1932,624,33,263,5654,0.22317188983855651,0.7670601003934338,0.4248991935483871
967,23,6666,1201,124,273,342,77,1750,225,2892,507,1463,220,288,5963,0.43384338433843384,0.8945394539453946,0.9391869918699187
968,19,3510,1420,433,55,229,23,1530,59,782,4561,1040,231,93,5113,0.2227920227920228,1.4566951566951567,0.5113804315696128
969,27,1898,816,454,152,122,72,528,292,1656,3478,1431,99,115,4081,0.8724973656480506,2.150158061116965,1.2697441601779755
970,22,3233,868,215,59,348,74,1979,112,114,2656,1856,115,380,6006,0.03526136715125271,1.8577172904423136,0.961463096015676
971,27,7178,1145,147,120,391,77,1288,61,2515,1121,1272,181,192,4874,0.3503761493452215,0.679019225410978,0.8891472868217054
972,18,3625,1392,325,139,152,72,1649,484,2785,289,476,239,174,5102,0.7682758620689655,1.407448275862069,0.5157456922162804
973,23,3671,417,365,275,342,99,291,398,1336,2829,1551,86,202,4026,0.3639335330972487,1.0967038953963497,2.7520969245107176
974,23,1574,1187,198,207,158,90,968,126,2847,2209,908,77,342,4261,1.8087674714104194,2.707115628970775,0.8108797280067999
975,21,7780,1382,558,277,140,96,1487,347,104,4812,1922,101,308,6618,0.013367609254498715,0.8506426735218509,0.931135103589145
976,25,6197,1356,110,454,113,73,1827,84,2378,1400,1576,97,277,5967,0.3837340648700984,0.9628852670647088,0.8120255086547221
977,21,4971,1641,184,175,148,41,1583,384,2008,566,1731,59,94,6040,0.40394286863810097,1.2150472741903038,0.7723004694835681
978,25,2336,349,504,493,110,88,1842,503,1525,1473,967,112,193,5161,0.6528253424657534,2.2093321917808217,0.9150278293135437
979,25,7124,1812,313,258,111,22,96,666,1707,1987,1646,55,349,5328,0.23961257720381807,0.7478944413250983,1.3989194056731202
980,22,1999,318,272,146,82,75,1910,43,2733,3787,1193,188,250,4477,1.3671835917958979,2.2396198099049527,0.7908
981,21,7192,1025,490,123,48,28,1118,559,268,3865,1646,276,266,5579,0.03726362625139043,0.7757230255839822,1.1188758070641853
982,19,1637,496,308,164,229,33,1349,81,2908,3260,1382,277,180,4499,1.7764202810018326,2.748320097739768,1.0896423594983744
983,20,3597,1773,547,240,31,97,73,510,891,3547,1611,17,205,5104,0.24770642201834864,1.418960244648318,1.1328875888006686
984,20,7390,858,481,219,352,20,1359,292,1099,3251,676,274,162,4693,0.14871447902571042,0.6350473612990528,0.7394366197183099
985,21,6568,751,163,356,316,68,1091,248,251,1716,524,87,301,3905,0.038215590742996346,0.5945493300852619,0.9476309226932669
986,21,7238,588,357,497,149,95,757,39,2371,1012,601,249,147,3479,0.32757667864050843,0.48065764023210833,1.0440658049353702
987,27,5196,1464,431,253,312,24,1941,22,603,1310,393,267,185,5292,0.11605080831408776,1.0184757505773672,0.3795620437956204
988,22,3385,1407,220,105,192,19,1100,440,1673,4570,677,205,46,4411,0.49423929098966024,1.3031019202363368,0.6175284195086175
989,21,7897,690,397,257,227,50,207,326,2191,617,185,140,265,2744,0.277447131822211,0.3474737241990629,1.1205564142194746
990,27,7624,1914,565,90,43,36,1907,451,2844,4736,326,270,154,5756,0.37303252885624344,0.75498426023085,0.3123575011399909
991,25,4257,514,153,81,118,69,1789,155,603,4257,1884,251,221,5235,0.1416490486257928,1.229739252995067,1.131514657980456
992,23,5420,1849,430,64,375,82,1244,534,942,1982,1606,180,40,6404,0.17380073800738008,1.181549815498155,0.8177689469202384
993,23,3400,514,371,111,158,61,1285,212,450,2228,1972,156,98,4938,0.1323529411764706,1.4523529411764706,1.2755760368663593
994,25,4110,1726,340,204,333,37,409,604,2170,4820,80,279,177,4189,0.5279805352798054,1.0192214111922142,0.6925252525252525
995,24,5486,427,342,333,193,74,330,434,1759,468,296,158,113,2700,0.3206343419613562,0.4921618665694495,1.456778889899909
996,27,2949,1800,117,258,48,26,343,137,697,4116,460,37,27,3253,0.23635130552729738,1.1030857917938284,0.4393805309734513
997,27,2046,1059,582,369,162,53,988,685,1166,4355,76,158,358,4490,0.5698924731182796,2.1945259042033234,0.7078737162419171
998,25,6517,703,286,236,335,19,770,228,2613,1139,122,289,278,3266,0.40095135798680376,0.5011508362743594,0.8567367822626493
999,19,6176,1352,445,491,370,72,1843,53,139,1436,1170,191,74,6061,0.022506476683937824,0.9813795336787565,0.6651098901098901
1000,26,6968,637,243,179,61,91,73,668,2450,536,722,175,55,2904,0.3516073478760046,0.41676234213547647,2.0472193074501575
1001,18,7552,1130,361,176,318,56,1660,337,274,951,1419,26,25,5508,0.03628177966101695,0.729343220338983,0.7480165026975564
1002,25,3503,1013,540,341,227,47,1723,139,1098,2813,525,159,396,5110,0.3134456180416786,1.4587496431630032,0.5598290598290598
1003,21,3596,660,463,163,349,79,253,646,1584,3006,1373,54,61,4101,0.44048943270300334,1.1404338153503892,1.9803779069767442
1004,21,2203,868,590,248,211,85,958,544,2768,3994,1372,198,69,5143,1.256468452110758,2.3345438039037676,1.1287251655629138
1005,22,7904,1715,530,62,179,62,1856,600,1316,1840,336,148,131,5619,0.16649797570850203,0.7109058704453441,0.3701536210680322
1006,25,3903,517,338,320,83,87,819,108,2391,850,1958,70,165,4465,0.6126056879323597,1.1439918011785806,1.6672640382317803
1007,22,3125,1897,403,138,262,53,1770,531,935,1971,1522,42,249,6867,0.2992,2.19744,0.6872235872235872
1008,25,4831,1992,397,264,277,83,985,66,2427,1191,261,121,230,4676,0.5023804595321879,0.9679155454357276,0.38589211618257263
1009,27,6233,501,175,493,171,63,1785,541,1159,3920,1149,46,325,5249,0.18594577250120328,0.8421305952189957,1.1328728159284844
1010,18,6605,316,287,327,234,29,331,303,2704,4628,450,109,49,2435,0.4093868281604845,0.36866010598031795,1.6070663811563168
1011,27,4478,621,432,496,341,88,1421,396,997,2062,704,32,314,4845,0.22264403751674855,1.0819562304600268,0.9583670169765561
1012,26,6236,817,487,252,185,40,1368,657,1663,3046,1107,227,135,5275,0.2666773572803079,0.8458948043617703,0.9741766467065869
1013,23,4339,1893,586,123,50,16,1607,153,1146,4399,547,98,245,5318,0.2641161557962664,1.2256280248905278,0.30151737640724424
1014,20,4884,1648,345,74,390,67,746,686,2866,3558,897,218,78,5149,0.5868140868140869,1.0542588042588044,0.8798831690397956
1015,25,4159,1735,229,150,251,19,835,267,1031,4511,1589,280,95,5450,0.24789612887713391,1.3104111565280114,0.9471239728474455
1016,26,3361,1641,573,225,301,19,1691,671,2238,304,1401,246,235,7003,0.6658732520083308,2.083606069622136,0.7933418693982074
1017,23,4356,980,414,476,48,48,454,337,2537,4908,147,218,151,3273,0.582415059687787,0.7513774104683195,0.7711038961038961
1018,24,6801,1405,510,166,214,37,1929,455,2697,2847,415,287,323,5741,0.3965593295103661,0.8441405675635936,0.4934963579604579
1019,18,2185,1797,382,215,353,39,1138,195,1351,2435,1802,215,100,6236,0.6183066361556064,2.854004576659039,0.8800120590895387
1020,22,7447,1791,178,90,275,46,312,605,1325,2804,512,87,324,4220,0.1779239962400967,0.5666711427420438,0.850065760631302
1021,22,5783,724,171,478,300,76,1017,370,1473,1984,77,107,86,3406,0.2547120871519972,0.5889676638422964,0.7813807531380753
1022,27,3119,1527,362,393,323,52,227,162,1161,3936,762,103,249,4160,0.3722346906059634,1.3337608207758898,0.9659735349716446
1023,21,7283,1906,290,473,340,88,833,417,2880,712,1459,89,352,6247,0.3954414389674585,0.8577509268158726,1.062396830637174
1024,23,6580,1318,466,415,342,94,857,643,599,2895,322,47,296,4800,0.09103343465045592,0.729483282674772,0.817493373722075
1025,24,6143,686,474,169,365,61,1268,662,1822,1681,875,237,380,5177,0.29659775354061535,0.8427478430734169,1.1322075782537067
1026,26,2931,1077,529,146,313,65,817,388,2664,1333,1200,143,91,4769,0.9089048106448311,1.6270897304674172,0.9682212133718531
1027,18,2375,397,162,194,106,85,1549,520,2215,3198,251,205,228,3697,0.9326315789473684,1.5566315789473684,0.7537950664136622
1028,23,6213,1668,587,265,168,77,1017,641,1863,174,1594,291,291,6599,0.2998551424432641,1.0621277965556093,1.0168092909535453
1029,24,3961,507,479,278,268,18,527,389,2270,3205,1360,110,163,4099,0.5730876041403686,1.0348396869477405,1.7091870456047586
1030,20,2865,1837,111,362,340,32,949,598,1808,1416,499,84,270,5082,0.6310645724258289,1.7738219895287959,0.754228512254056
1031,25,2743,1959,240,179,302,72,426,401,435,1987,1161,217,303,5260,0.15858549033904484,1.917608457892818,1.0038095238095237
1032,22,6498,885,353,401,381,70,41,105,1276,4853,1391,92,198,3917,0.1963681132656202,0.6028008618036319,2.0625488663017983
1033,26,1662,465,142,426,398,49,464,479,878,1772,68,152,99,2742,0.5282791817087846,1.6498194945848375,1.5602240896358543
1034,22,3474,321,116,367,217,53,1645,344,1285,4266,1666,65,76,4870,0.36989061600460565,1.4018422567645366,1.3390970220941403
1035,26,4791,453,162,186,63,95,277,541,2033,1074,1180,296,385,3638,0.4243372991024838,0.7593404299728658,3.07847533632287
1036,27,1769,1762,352,373,375,33,835,508,1566,4760,1531,220,327,6316,0.8852459016393442,3.5703787450537026,1.1417429637165142
1037,21,2131,1618,564,386,47,60,18,416,2570,591,360,188,193,3850,1.2060065696855937,1.8066635382449554,0.75
1038,26,2405,518,475,322,36,67,65,374,1661,2978,461,67,257,2642,0.6906444906444906,1.0985446985446985,1.4971644612476371
1039,22,4971,968,391,166,146,99,166,307,1038,3982,791,82,185,3301,0.2088111044055522,0.664051498692416,1.1645901639344263
1040,27,4753,1818,568,355,398,42,1608,478,903,2410,673,224,103,6267,0.18998527245949925,1.3185356616873554,0.5691036554832248
1041,26,3514,529,107,417,187,25,1019,643,2035,847,781,275,67,4050,0.5791121229368241,1.1525327262379055,1.447129909365559
1042,20,3141,319,424,143,263,31,402,555,733,493,684,82,146,3049,0.23336517032792103,0.970709964979306,1.662882096069869
1043,21,1704,852,189,217,95,66,1935,310,1353,545,547,280,188,4679,0.7940140845070423,2.7458920187793425,0.572244623655914
1044,26,2081,1249,307,491,250,71,1845,187,1182,4999,293,243,373,5309,0.5679961556943777,2.5511773185968285,0.5610114672155249
1045,27,7175,447,391,252,223,91,408,640,2243,2286,739,28,393,3612,0.31261324041811844,0.5034146341463415,1.898876404494382
1046,23,2340,1431,383,390,267,80,111,447,1385,2697,626,122,368,4225,0.5918803418803419,1.8055555555555556,1.1948051948051948
1047,19,7432,702,217,198,321,99,1297,509,453,3837,1453,72,86,4954,0.06095263724434876,0.6665769644779332,1.2355595667870036
1048,24,6847,895,448,451,233,81,1430,374,1259,1540,564,193,349,5018,0.1838761501387469,0.7328757119906528,0.8095924990984493
1049,19,3219,1806,274,232,234,79,1396,215,1985,883,256,286,359,5137,0.6166511338925132,1.5958372165268717,0.4778481012658228
1050,19,7238,666,175,462,177,39,596,564,1918,3956,997,171,213,4060,0.26499032882011603,0.5609284332688588,1.825330549756437
1051,18,4143,1737,200,201,88,32,650,678,1066,3094,443,252,174,4455,0.257301472363022,1.0753077480086894,0.7220718979512949
1052,20,3797,1632,513,123,104,41,1062,30,2620,2365,1094,154,179,4932,0.6900184356070582,1.2989202001580196,0.5378858746492049
1053,23,2374,1101,250,414,286,95,104,601,2577,3347,1878,155,203,5087,1.0855096882898063,2.1427969671440605,2.4962199312714777
1054,25,7060,1217,499,450,88,66,323,275,2684,3071,1600,90,285,4893,0.3801699716713881,0.6930594900849858,1.3997057381069151
1055,26,7839,1457,369,323,118,18,1816,415,1269,3675,1416,52,187,6171,0.1618828932261768,0.787217757367011,0.6943986820428336
